Data Set (Source)	Data Set (Sink)	Linker	Distance Method	Distance Threshold	Time taken	Memory used	Setup comparisons	Total comparisons	Number of links	Number of matches	True Positives	False Positives	False Negatives	Min links quality	Max links quality	Average links quality	Min pairs quality	Max pairs quality	Average pairs quality	Min pairs completeness	Max pairs completeness	Average pairs completeness	Precision	Recall	F1 Measure	Shingle size	Number of bands	Band size	Blocking Method	Branching factor
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	121.00	74301	386492376	0	1009957	76278	18479	10271	66007	8208	0.00	1.00	0.30	0.00	1.00	0.17	0.01	0.33	0.24	0.13	0.56	0.22	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	122.00	72876	405032976	0	1009957	79227	18479	10298	68929	8181	0.00	1.00	0.30	0.00	1.00	0.17	0.01	0.33	0.24	0.13	0.56	0.21	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	123.00	76139	405464752	0	1009957	82452	18479	10320	72132	8159	0.00	1.00	0.31	0.00	1.00	0.17	0.01	0.33	0.24	0.13	0.56	0.20	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	124.00	69205	424821200	0	1009957	85467	18479	10363	75104	8116	0.00	1.00	0.31	0.00	1.00	0.17	0.01	0.33	0.24	0.12	0.56	0.20	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	125.00	73571	408670672	0	1009957	88869	18479	10390	78479	8089	0.00	1.00	0.32	0.00	1.00	0.17	0.01	0.33	0.24	0.12	0.56	0.19	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	126.00	69710	443347592	0	1009957	92269	18479	10429	81840	8050	0.00	1.00	0.32	0.00	1.00	0.17	0.01	0.33	0.24	0.11	0.56	0.19	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	127.00	73341	428630776	0	1009957	95692	18479	10452	85240	8027	0.00	1.00	0.33	0.00	1.00	0.17	0.01	0.33	0.24	0.11	0.57	0.18	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	128.00	76487	432837576	0	1009957	99132	18479	10476	88656	8003	0.00	1.00	0.33	0.00	1.00	0.17	0.01	0.33	0.24	0.11	0.57	0.18	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	129.00	75295	431198424	0	1009957	102696	18479	10506	92190	7973	0.00	1.00	0.34	0.00	1.00	0.17	0.01	0.33	0.24	0.10	0.57	0.17	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	130.00	79090	451303208	0	1009957	106433	18479	10541	95892	7938	0.00	1.00	0.35	0.00	1.00	0.17	0.01	0.33	0.24	0.10	0.57	0.17	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	131.00	68648	438220856	0	1009957	110190	18479	10556	99634	7923	0.00	1.00	0.35	0.00	1.00	0.17	0.01	0.33	0.24	0.10	0.57	0.16	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	132.00	76528	438781264	0	1009957	114130	18479	10569	103561	7910	0.00	1.00	0.36	0.00	1.00	0.17	0.01	0.33	0.24	0.09	0.57	0.16	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	133.00	75009	472828408	0	1009957	118308	18479	10588	107720	7891	0.00	1.00	0.37	0.00	1.00	0.17	0.01	0.33	0.24	0.09	0.57	0.15	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	134.00	67033	457187616	0	1009957	122360	18479	10613	111747	7866	0.00	1.00	0.37	0.00	1.00	0.17	0.01	0.33	0.24	0.09	0.57	0.15	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	135.00	71556	444331904	0	1009957	126464	18479	10650	115814	7829	0.00	1.00	0.38	0.00	1.00	0.17	0.01	0.33	0.24	0.08	0.58	0.15	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	136.00	74374	462355152	0	1009957	130839	18479	10678	120161	7801	0.00	1.00	0.39	0.00	1.00	0.17	0.01	0.33	0.24	0.08	0.58	0.14	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	137.00	77959	463966040	0	1009957	134979	18479	10704	124275	7775	0.00	1.00	0.40	0.00	1.00	0.17	0.01	0.33	0.24	0.08	0.58	0.14	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	138.00	71547	466479368	0	1009957	139252	18479	10743	128509	7736	0.00	1.00	0.40	0.00	1.00	0.17	0.01	0.33	0.24	0.08	0.58	0.14	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	139.00	75762	485455240	0	1009957	143513	18479	10784	132729	7695	0.00	1.00	0.41	0.00	1.00	0.17	0.01	0.33	0.24	0.08	0.58	0.13	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	140.00	73975	470769656	0	1009957	147876	18479	10797	137079	7682	0.00	1.00	0.42	0.00	1.00	0.17	0.01	0.33	0.24	0.07	0.58	0.13	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	141.00	75724	490879712	0	1009957	152339	18479	10815	141524	7664	0.00	1.00	0.43	0.00	1.00	0.17	0.01	0.33	0.24	0.07	0.59	0.13	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	142.00	70624	523883280	0	1009957	156735	18479	10824	145911	7655	0.00	1.00	0.43	0.00	1.00	0.17	0.01	0.33	0.24	0.07	0.59	0.12	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	143.00	73838	508581472	0	1009957	161191	18479	10849	150342	7630	0.00	1.00	0.44	0.00	1.00	0.17	0.01	0.33	0.24	0.07	0.59	0.12	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	144.00	73098	527298136	0	1009957	165752	18479	10876	154876	7603	0.00	1.00	0.45	0.00	1.00	0.17	0.01	0.33	0.24	0.07	0.59	0.12	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	145.00	70620	530261168	0	1009957	170405	18479	10904	159501	7575	0.00	1.00	0.45	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.59	0.12	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	146.00	74169	532006000	0	1009957	174796	18479	10930	163866	7549	0.00	1.00	0.46	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.59	0.11	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	147.00	74813	519858752	0	1009957	179423	18479	10951	168472	7528	0.00	1.00	0.47	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.59	0.11	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	148.00	72039	537713984	0	1009957	183952	18479	10979	172973	7500	0.00	1.00	0.48	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.59	0.11	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	149.00	69532	555373440	0	1009957	188204	18479	10995	177209	7484	0.00	1.00	0.48	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.59	0.11	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	150.00	77129	543418680	0	1009957	192807	18479	11008	181799	7471	0.00	1.00	0.49	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.60	0.10	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	151.00	68197	561132976	0	1009957	197159	18479	11020	186139	7459	0.00	1.00	0.50	0.00	1.00	0.17	0.01	0.33	0.24	0.06	0.60	0.10	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	152.00	72463	576312384	0	1009957	201799	18479	11031	190768	7448	0.00	1.00	0.51	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.10	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	153.00	76960	565854320	0	1009957	206379	18479	11042	195337	7437	0.00	1.00	0.51	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.10	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	154.00	79803	567595360	0	1009957	211083	18479	11053	200030	7426	0.00	1.00	0.52	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.10	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	155.00	80651	586553792	0	1009957	215934	18479	11072	204862	7407	0.00	1.00	0.53	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.09	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	156.00	72158	605472336	0	1009957	220705	18479	11082	209623	7397	0.00	1.00	0.54	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.09	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	157.00	79081	592530752	0	1009957	225121	18479	11088	214033	7391	0.00	1.00	0.54	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.09	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	158.00	76046	595691056	0	1009957	229935	18479	11101	218834	7378	0.00	1.00	0.55	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.09	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	159.00	74353	610749184	0	1009957	234368	18479	11107	223261	7372	0.00	1.00	0.56	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.09	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	160.00	67640	612551624	0	1009957	238880	18479	11108	227772	7371	0.00	1.00	0.57	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.09	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	161.00	70668	631283976	0	1009957	243500	18479	11123	232377	7356	0.00	1.00	0.57	0.00	1.00	0.17	0.01	0.33	0.24	0.05	0.60	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	162.00	74534	621179080	0	1009957	248174	18479	11140	237034	7339	0.00	1.00	0.58	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.60	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	163.00	77608	624257160	0	1009957	252762	18479	11147	241615	7332	0.00	1.00	0.59	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.60	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	164.00	76748	640742000	0	1009957	257414	18479	11157	246257	7322	0.00	1.00	0.60	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.60	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	165.00	72527	658280040	0	1009957	262024	18479	11162	250862	7317	0.00	1.00	0.60	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.60	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	166.00	67387	628494280	0	1009957	266614	18479	11169	255445	7310	0.00	1.00	0.61	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.60	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	167.00	71343	648778624	0	1009957	271303	18479	11180	260123	7299	0.00	1.00	0.62	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	168.00	74144	666357360	0	1009957	275585	18479	11199	264386	7280	0.00	1.00	0.63	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	169.00	73274	683701856	0	1009957	280181	18479	11204	268977	7275	0.00	1.00	0.63	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.08	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	170.00	75498	685305096	0	1009957	284505	18479	11212	273293	7267	0.00	1.00	0.64	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	171.00	76043	672901768	0	1009957	288992	18479	11225	277767	7254	0.00	1.00	0.65	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	172.00	72424	676040288	0	1009957	293193	18479	11240	281953	7239	0.00	1.00	0.65	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	173.00	75259	676139216	0	1009957	297525	18479	11249	286276	7230	0.00	1.00	0.66	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	174.00	77840	708491280	0	1009957	301894	18479	11261	290633	7218	0.00	1.00	0.67	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	175.00	74715	710135960	0	1009957	306091	18479	11271	294820	7208	0.00	1.00	0.67	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	176.00	77203	713315512	0	1009957	310259	18479	11275	298984	7204	0.00	1.00	0.68	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	177.00	75463	714854808	0	1009957	314374	18479	11281	303093	7198	0.00	1.00	0.69	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	178.00	81704	719524672	0	1009957	318560	18479	11287	307273	7192	0.00	1.00	0.69	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	179.00	72294	736169112	0	1009957	322559	18479	11292	311267	7187	0.00	1.00	0.70	0.00	1.00	0.17	0.01	0.33	0.24	0.04	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	180.00	79971	722620856	0	1009957	326852	18479	11315	315537	7164	0.00	1.00	0.71	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.07	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	181.00	72325	724200952	0	1009957	330921	18479	11323	319598	7156	0.00	1.00	0.71	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	182.00	75378	740815672	0	1009957	335081	18479	11327	323754	7152	0.00	1.00	0.72	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	183.00	79016	745566752	0	1009957	339140	18479	11332	327808	7147	0.00	1.00	0.73	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	184.00	59228	747057624	0	1009957	343100	18479	11345	331755	7134	0.00	1.00	0.73	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	185.00	73686	748446816	0	1009957	346956	18479	11354	335602	7125	0.00	1.00	0.74	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	186.00	78453	764942816	0	1009957	350776	18479	11362	339414	7117	0.00	1.00	0.75	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.61	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	187.00	69577	767841568	0	1009957	354401	18479	11376	343025	7103	0.00	1.00	0.75	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	188.00	74919	769185896	0	1009957	357941	18479	11387	346554	7092	0.00	1.00	0.76	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	189.00	80228	787195312	0	1009957	361348	18479	11396	349952	7083	0.00	1.00	0.76	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	190.00	82828	788438768	0	1009957	364676	18479	11419	353257	7060	0.00	1.00	0.77	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	191.00	74149	774667936	0	1009957	368011	18479	11426	356585	7053	0.00	1.00	0.77	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	192.00	71826	790778384	0	1009957	371148	18479	11443	359705	7036	0.00	1.00	0.78	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	193.00	79540	791947232	0	1009957	374075	18479	11455	362620	7024	0.00	1.00	0.78	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	194.00	80159	781743896	0	1009957	377148	18479	11464	365684	7015	0.00	1.00	0.79	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	195.00	75586	810652648	0	1009957	380222	18479	11471	368751	7008	0.00	1.00	0.79	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	196.00	73960	813385000	0	1009957	383248	18479	11485	371763	6994	0.00	1.00	0.80	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	197.00	69346	814673928	0	1009957	386206	18479	11495	374711	6984	0.00	1.00	0.80	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	198.00	78594	815619552	0	1009957	389069	18479	11501	377568	6978	0.00	1.00	0.81	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	199.00	72264	816696152	0	1009957	391840	18479	11508	380332	6971	0.00	1.00	0.81	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	200.00	76919	821216496	0	1009957	394627	18479	11523	383104	6956	0.00	1.00	0.82	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	201.00	71753	853455464	0	1009957	397210	18479	11533	385677	6946	0.00	1.00	0.82	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	202.00	74926	837747648	0	1009957	399837	18479	11539	388298	6940	0.00	1.00	0.82	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.62	0.06	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	203.00	81262	839235448	0	1009957	402444	18479	11554	390890	6925	0.00	1.00	0.83	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	204.00	80754	824844600	0	1009957	404897	18479	11561	393336	6918	0.00	1.00	0.83	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	205.00	74222	827345264	0	1009957	407296	18479	11576	395720	6903	0.00	1.00	0.84	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	206.00	78372	844794672	0	1009957	409502	18479	11582	397920	6897	0.00	1.00	0.84	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	207.00	74048	845635496	0	1009957	411821	18479	11588	400233	6891	0.00	1.00	0.84	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	208.00	74720	861581928	0	1009957	414038	18479	11599	402439	6880	0.00	1.00	0.85	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	209.00	74121	849507232	0	1009957	416290	18479	11606	404684	6873	0.00	1.00	0.85	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	210.00	75807	852126456	0	1009957	418469	18479	11612	406857	6867	0.00	1.00	0.86	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	211.00	74334	852896256	0	1009957	420639	18479	11620	409019	6859	0.00	1.00	0.86	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	212.00	73205	879081280	0	1009957	422736	18479	11627	411109	6852	0.00	1.00	0.86	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	213.00	77386	850121264	0	1009957	424777	18479	11632	413145	6847	0.00	1.00	0.87	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	214.00	75676	867241960	0	1009957	426788	18479	11641	415147	6838	0.00	1.00	0.87	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	215.00	70819	869852984	0	1009957	428802	18479	11645	417157	6834	0.00	1.00	0.87	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	216.00	70767	855790496	0	1009957	430744	18479	11651	419093	6828	0.00	1.00	0.88	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	217.00	77094	873154792	0	1009957	432622	18479	11665	420957	6814	0.00	1.00	0.88	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	218.00	77006	886803480	0	1009957	434499	18479	11669	422830	6810	0.00	1.00	0.88	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	219.00	72969	875102784	0	1009957	436279	18479	11676	424603	6803	0.00	1.00	0.88	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	220.00	73442	874997072	0	1009957	438010	18479	11681	426329	6798	0.00	1.00	0.89	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	221.00	83407	889168136	0	1009957	439537	18479	11686	427851	6793	0.00	1.00	0.89	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	222.00	80487	876845952	0	1009957	441132	18479	11690	429442	6789	0.00	1.00	0.89	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	223.00	74000	877444824	0	1009957	442761	18479	11694	431067	6785	0.00	1.00	0.90	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	224.00	75847	877867456	0	1009957	444302	18479	11698	432604	6781	0.00	1.00	0.90	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	225.00	83379	881879840	0	1009957	445700	18479	11701	433999	6778	0.00	1.00	0.90	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	226.00	78337	882127544	0	1009957	447041	18479	11703	435338	6776	0.00	1.00	0.90	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	227.00	82954	897745984	0	1009957	448423	18479	11708	436715	6771	0.00	1.00	0.90	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	228.00	80164	880905672	0	1009957	449821	18479	11709	438112	6770	0.00	1.00	0.91	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	229.00	79655	898696456	0	1009957	451154	18479	11717	439437	6762	0.00	1.00	0.91	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	230.00	76117	899150440	0	1009957	452449	18479	11719	440730	6760	0.00	1.00	0.91	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
